person,offer_id,time_received,time_viewed,time_transaction,time_completed,amount_with_offer,label_effective_offer
14633.0,4,21.0,22.25,",24.0,26.75",26.75,22.34,1
14633.0,0,17.0,19.75,",24.0",,13.47,0
14633.0,0,24.0,29.25,",24.0",24.0,13.47,1
14647.0,7,7.0,7.5,8.75,8.75,1.72,1
14647.0,7,21.0,21.5,21.5,21.5,0.42,1
14647.0,2,17.0,,20.25,20.25,0.84,1
14647.0,6,24.0,24.25,",24.5,25.0,25.5,26.0",26.0,10.04,1
2144.0,2,7.0,,-1,,0.0,0
2144.0,4,17.0,,",21.5",,1.01,0
2144.0,6,21.0,21.25,",21.5",,1.01,0
2144.0,7,24.0,27.0,-1,,0.0,0
14672.0,0,7.0,7.75,",8.75",8.75,29.92,1
14672.0,9,14.0,14.25,",14.25",14.25,24.31,1
14672.0,9,21.0,23.5,,,0.0,0
14672.0,4,24.0,27.0,",28.25",28.25,25.88,1
14690.0,4,7.0,7.25,,,0.0,0
14690.0,6,17.0,17.0,",17.25",17.25,11.07,1
14690.0,3,24.0,24.0,",25.75",25.75,15.16,1
5747.0,4,7.0,,",10.5",,11.45,0
5747.0,0,17.0,18.5,",22.0",,0.55,0
14726.0,2,7.0,7.25,-1,,0.0,0
14726.0,6,14.0,14.25,",17.25,18.25,19.0,22.25",,63.47,0
14726.0,6,17.0,19.25,",17.25",17.25,10.43,1
14726.0,8,21.0,21.0,",22.25",22.25,11.02,1
14730.0,5,7.0,8.75,",14.0",14.0,16.79,1
14730.0,7,17.0,17.75,17.75,17.75,13.04,1
14730.0,3,24.0,24.25,",24.25",24.25,5.52,1
10718.0,5,7.0,7.5,",11.5",11.5,29.72,1
10718.0,5,14.0,14.75,",14.75",14.75,25.95,1
10718.0,9,17.0,17.25,,,0.0,0
10718.0,3,21.0,21.0,,,0.0,0
14758.0,1,7.0,7.0,",7.25",7.25,21.32,1
14758.0,0,14.0,,",18.5",18.5,17.27,1
14758.0,9,17.0,,",18.5",18.5,17.27,1
14758.0,7,21.0,21.5,21.75,21.75,12.3,1
3639.0,1,7.0,7.5,",7.25,8.75",,6.699999999999999,0
3639.0,2,17.0,,20.75,20.75,1.75,1
3639.0,4,24.0,26.0,",25.25,26.0",,2.23,0
14777.0,4,7.0,10.5,",7.25,8.25,10.75",10.75,37.379999999999995,1
14777.0,9,21.0,25.25,",25.0",25.0,12.01,1
8109.0,5,7.0,8.75,",7.0",7.0,20.8,1
8109.0,1,17.0,18.5,",18.75",18.75,15.72,1
8109.0,8,21.0,21.0,",21.25",21.25,25.52,1
8109.0,8,24.0,25.75,",25.0",25.0,10.91,1
14791.0,2,7.0,7.25,-1,,0.0,0
14791.0,3,14.0,15.0,",15.0",15.0,28.54,1
14791.0,6,17.0,17.25,",18.75",18.75,28.62,1
14791.0,4,21.0,24.75,",22.0",22.0,27.22,1
14807.0,7,7.0,7.0,7.0,7.0,14.71,1
14807.0,0,14.0,16.0,",16.25,16.5",16.5,21.96,1
14807.0,0,17.0,19.25,",17.5",17.5,15.39,1
14807.0,1,21.0,,,,0.0,0
14807.0,4,24.0,,",27.0,28.75",,15.47,0
14814.0,1,7.0,8.5,",8.0,9.25,9.5",9.5,28.330000000000002,1
14814.0,0,14.0,14.5,",14.5",14.5,17.5,1
14814.0,5,21.0,21.5,",21.25",21.25,8.08,1
14814.0,2,24.0,,25.0,25.0,19.6,1
3799.0,9,7.0,,,,0.0,0
3799.0,2,14.0,,-1,,0.0,0
3799.0,2,24.0,26.5,-1,,0.0,0
3799.0,1,21.0,,",23.25",23.25,16.67,1
14821.0,4,7.0,,,,0.0,0
14821.0,4,21.0,,,,0.0,0
14821.0,3,14.0,,,,0.0,0
14821.0,7,24.0,24.5,-1,,0.0,0
14826.0,8,7.0,8.5,",9.5",9.5,831.65,1
14826.0,8,21.0,21.25,",21.0",21.0,25.16,1
14826.0,4,14.0,14.0,",16.25",16.25,32.65,1
14826.0,4,24.0,28.25,",25.25,26.0",26.0,42.35,1
14826.0,5,17.0,17.25,",19.0",19.0,20.46,1
14845.0,1,7.0,7.0,",10.0",10.0,20.33,1
14845.0,1,17.0,17.25,",19.5",19.5,25.63,1
14845.0,7,14.0,14.0,15.75,15.75,13.96,1
14845.0,3,21.0,21.5,",22.75",22.75,14.59,1
11609.0,1,7.0,7.0,",7.0,9.75,12.0",,7.23,0
11609.0,9,17.0,,,,0.0,0
11609.0,9,21.0,,",25.25,26.25",,6.85,0
11609.0,8,24.0,25.75,",25.25,26.25",,6.85,0
2024.0,4,7.0,,,,0.0,0
2024.0,4,24.0,24.75,",27.5",,4.63,0
2024.0,6,17.0,18.0,",21.0",,1.2,0
2024.0,7,21.0,21.75,21.0,21.0,1.2,1
14897.0,3,7.0,,",9.0",9.0,6.94,1
14897.0,2,14.0,,15.0,15.0,10.14,1
14897.0,2,21.0,,-1,,0.0,0
14897.0,8,17.0,19.25,",20.5",20.5,5.83,1
14897.0,0,24.0,26.75,",27.75,28.75,29.25",,21.97,0
13674.0,7,7.0,7.0,9.75,9.75,7.41,1
13674.0,0,14.0,14.75,",15.5,17.0,18.25",18.25,37.86,1
13674.0,1,17.0,17.75,",17.0,18.25",18.25,29.0,1
13674.0,9,21.0,26.75,",27.5",27.5,11.67,1
14915.0,5,7.0,7.5,",12.5",12.5,26.76,1
14915.0,8,14.0,14.25,",14.75",14.75,26.64,1
14915.0,8,24.0,25.0,",26.25",26.25,12.3,1
14915.0,2,17.0,,19.75,19.75,32.38,1
14915.0,2,21.0,21.75,-1,,0.0,0
14921.0,8,7.0,7.5,",7.75",,4.22,0
14921.0,4,14.0,,",19.25",,0.87,0
14921.0,4,21.0,,,,0.0,0
14921.0,7,17.0,18.5,19.25,19.25,0.87,1
14921.0,9,24.0,,,,0.0,0
14941.0,8,7.0,7.5,",8.75",8.75,6.73,1
14941.0,7,17.0,17.0,-1,,0.0,0
14941.0,5,24.0,24.25,,,0.0,0
14945.0,3,7.0,7.25,",7.75,8.75,9.0,9.5",9.5,17.31,1
14945.0,1,14.0,15.25,",14.0,15.0",15.0,10.870000000000001,1
14945.0,6,21.0,22.75,",25.5,27.0,27.5",,3.55,0
14945.0,5,24.0,25.0,",25.5,27.0,27.5",,3.55,0
14950.0,7,7.0,13.0,7.75,7.75,6.93,1
14950.0,3,14.0,,",20.25,20.5",,5.48,0
14950.0,0,17.0,18.25,",20.25,20.5,22.0,23.5",,13.49,0
14950.0,6,21.0,21.5,",22.0,23.5,26.75,28.0,29.25",29.25,12.65,1
14950.0,9,24.0,,",26.75,28.0,29.25",,4.640000000000001,0
14962.0,9,7.0,7.25,",9.25",9.25,10.73,1
14962.0,7,21.0,23.75,-1,,0.0,0
14982.0,1,7.0,8.25,",9.0,9.5,9.75,10.75,11.75",,9.190000000000001,0
14982.0,1,14.0,14.0,",15.25,15.75,18.0,19.0",,11.92,0
14982.0,1,21.0,22.25,",21.0,24.25",,7.35,0
14982.0,6,17.0,17.0,",18.0,19.0,19.5",19.5,11.4,1
14982.0,6,24.0,24.0,",24.25,26.25,27.75",27.75,11.93,1
15006.0,7,7.0,8.0,-1,,0.0,0
15006.0,0,14.0,14.0,,,0.0,0
15006.0,6,17.0,17.0,,,0.0,0
15006.0,8,21.0,21.5,,,0.0,0
15006.0,3,24.0,24.75,,,0.0,0
15007.0,4,7.0,,,,0.0,0
15007.0,4,17.0,,",22.25,25.75,26.25",,6.4,0
15007.0,3,14.0,,,,0.0,0
15007.0,3,21.0,,",22.25,25.75,26.25",,6.4,0
15007.0,8,24.0,25.25,",25.75,26.25",,2.48,0
15013.0,6,7.0,8.75,",9.0",9.0,10.99,1
15013.0,3,21.0,,",21.5",21.5,6.14,1
15013.0,4,24.0,25.75,",25.25",,7.06,0
15032.0,2,7.0,7.75,-1,,0.0,0
15032.0,7,14.0,15.5,16.25,16.25,20.38,1
15032.0,0,17.0,17.0,",19.0",19.0,20.83,1
15032.0,4,21.0,,",23.5",23.5,22.45,1
15032.0,9,24.0,24.5,",24.0",24.0,27.9,1
15053.0,0,7.0,7.0,",13.5",,2.33,0
15053.0,2,14.0,,-1,,0.0,0
15053.0,2,17.0,,-1,,0.0,0
15053.0,6,21.0,22.0,",22.0",,1.0,0
13833.0,2,7.0,7.0,7.5,7.5,22.95,1
13833.0,2,21.0,,21.75,21.75,10.07,1
13833.0,8,14.0,14.0,",17.0",17.0,14.1,1
13833.0,7,17.0,17.25,17.0,17.0,14.1,1
13833.0,3,24.0,,",28.0",28.0,9.94,1
15068.0,5,7.0,7.0,",7.75",7.75,22.94,1
15068.0,5,17.0,17.0,",18.0",18.0,30.05,1
15068.0,9,21.0,21.25,",22.5",22.5,27.45,1
15068.0,1,24.0,24.0,",24.5",24.5,16.22,1
9294.0,8,7.0,8.25,,,0.0,0
9294.0,2,14.0,14.75,-1,,0.0,0
9294.0,0,17.0,18.0,",20.25",,3.29,0
9294.0,0,24.0,24.25,",27.5,29.0",,4.01,0
9294.0,6,21.0,23.0,",27.5,29.0",,4.01,0
15082.0,9,7.0,,,,0.0,0
15082.0,4,14.0,,",14.5,21.25,22.25",,2.74,0
15082.0,6,24.0,25.75,",25.0,27.25",,7.659999999999999,0
15104.0,7,7.0,12.25,7.0,7.0,2.95,1
15104.0,6,17.0,20.0,",20.25,21.25,23.5,25.75,27.0",,7.120000000000001,0
15104.0,6,24.0,24.25,",25.75,27.0,27.25,28.0",28.0,10.54,1
15104.0,2,21.0,,21.25,21.25,0.74,1
15105.0,8,7.0,7.25,",9.75",9.75,34.65,1
15105.0,1,14.0,14.0,",17.5",17.5,10.51,1
15105.0,1,21.0,21.25,",24.0",24.0,18.06,1
15105.0,5,17.0,17.0,",17.5",17.5,10.51,1
15105.0,2,24.0,25.25,24.0,24.0,18.06,1
15122.0,6,7.0,7.25,",7.75",7.75,13.86,1
15122.0,3,14.0,16.75,",15.0",15.0,17.73,1
15122.0,8,17.0,17.0,",17.25",17.25,14.49,1
15122.0,8,21.0,22.25,",23.75",23.75,15.21,1
15122.0,7,24.0,,24.0,24.0,24.44,1
14050.0,2,7.0,7.75,-1,,0.0,0
14050.0,1,14.0,14.75,",15.5",15.5,18.98,1
14050.0,7,17.0,18.0,-1,,0.0,0
14050.0,9,21.0,,",25.25",25.25,13.39,1
12521.0,6,7.0,7.0,",7.0,10.0",10.0,14.16,1
12521.0,6,24.0,24.0,",27.75",27.75,13.67,1
12521.0,0,14.0,14.25,",18.0,20.75",20.75,16.89,1
12521.0,4,17.0,17.25,",18.0,20.75,23.5",23.5,30.78,1
12521.0,1,21.0,23.25,",23.5",23.5,13.89,1
15152.0,0,7.0,8.5,",9.75",9.75,21.29,1
15152.0,1,14.0,15.25,",16.0",16.0,20.89,1
15152.0,3,17.0,17.0,",17.25",17.25,24.13,1
15152.0,2,21.0,22.5,-1,,0.0,0
15173.0,2,7.0,12.5,10.5,10.5,26.1,1
15173.0,2,21.0,,23.75,23.75,28.29,1
15173.0,4,14.0,,",18.25",18.25,28.27,1
15173.0,9,17.0,18.0,",18.25",18.25,28.27,1
15173.0,9,24.0,,,,0.0,0
15186.0,3,7.0,8.25,,,0.0,0
15186.0,8,14.0,14.5,,,0.0,0
15186.0,0,17.0,19.5,,,0.0,0
15186.0,0,24.0,24.25,,,0.0,0
15186.0,4,21.0,,,,0.0,0
15193.0,4,7.0,7.0,",13.75",13.75,28.84,1
15193.0,0,14.0,14.0,,,0.0,0
15193.0,8,17.0,17.75,,,0.0,0
15193.0,1,21.0,21.0,",23.5",23.5,21.09,1
15193.0,1,24.0,25.0,,,0.0,0
15216.0,3,7.0,,",12.0",12.0,7.98,1
15216.0,2,14.0,15.5,16.0,16.0,7.75,1
15216.0,2,24.0,26.0,-1,,0.0,0
15216.0,0,17.0,19.25,",20.0,20.5",20.5,20.85,1
15014.0,7,7.0,9.5,-1,,0.0,0
15014.0,3,14.0,15.25,",14.5",,4.27,0
15014.0,2,17.0,20.5,-1,,0.0,0
13858.0,0,7.0,7.5,",8.0",8.0,16.34,1
13858.0,6,24.0,24.25,",24.5",24.5,10.0,1
15239.0,7,7.0,9.25,-1,,0.0,0
15239.0,7,21.0,21.0,21.25,21.25,15.18,1
15239.0,0,14.0,15.25,",15.5",15.5,20.98,1
15239.0,0,24.0,24.5,",25.0",25.0,15.83,1
15239.0,1,17.0,17.0,",18.25",18.25,18.14,1
10822.0,0,7.0,7.0,",11.75",11.75,16.76,1
10822.0,7,14.0,,15.25,15.25,11.69,1
10822.0,6,21.0,21.25,",21.5",21.5,10.11,1
10822.0,8,24.0,24.25,,,0.0,0
15274.0,0,7.0,9.5,",10.25",,0.41000000000000003,0
15274.0,0,21.0,21.0,",25.25",,2.3,0
15274.0,4,14.0,,",19.0",,4.39,0
15274.0,3,17.0,,",19.0",,4.39,0
15274.0,1,24.0,24.25,",25.25",,2.3,0
15275.0,4,7.0,8.75,",13.75",,4.45,0
15275.0,9,17.0,,,,0.0,0
15275.0,0,21.0,21.25,",26.0,26.75",,9.74,0
15275.0,5,24.0,26.5,",26.0,26.75",26.75,9.74,1
15308.0,3,7.0,,,,0.0,0
15308.0,3,17.0,,",22.0",22.0,17.89,1
15308.0,5,21.0,21.75,",22.0",22.0,17.89,1
15308.0,5,24.0,29.75,",24.0",24.0,20.92,1
15321.0,3,7.0,,",8.0",8.0,16.4,1
15321.0,0,17.0,19.0,",19.25",19.25,30.37,1
15321.0,5,24.0,29.5,",29.75",29.75,28.61,1
15326.0,3,7.0,8.0,",8.25",8.25,24.63,1
15326.0,6,14.0,14.0,",15.5",15.5,14.82,1
15326.0,6,17.0,17.25,",18.0",18.0,14.45,1
15326.0,2,21.0,22.75,21.25,21.25,27.4,1
15328.0,6,7.0,8.0,",13.0,14.25,15.0,16.0,17.0",,9.8,0
15328.0,0,14.0,15.25,",14.25,15.0,16.0,17.0,20.5",,11.440000000000001,0
15328.0,4,17.0,,",17.0,20.5,25.25",,9.45,0
15328.0,8,21.0,22.75,",25.25",25.25,5.26,1
15336.0,9,7.0,8.5,",13.75",,7.3,0
15336.0,5,14.0,14.0,",14.5",14.5,11.64,1
15336.0,3,21.0,22.0,",22.25",22.25,15.6,1
15336.0,7,24.0,26.25,25.0,25.0,21.28,1
15337.0,9,7.0,8.0,",12.25",12.25,24.89,1
15337.0,8,14.0,16.25,",17.25",17.25,16.11,1
15337.0,5,17.0,17.5,",17.25",17.25,16.11,1
15337.0,5,24.0,24.5,",28.5",28.5,50.37,1
15337.0,0,21.0,23.5,,,0.0,0
7088.0,9,7.0,,,,0.0,0
7088.0,0,14.0,16.5,,,0.0,0
7088.0,5,21.0,22.25,",22.25,22.5,22.75",22.75,7.56,1
15367.0,4,7.0,,",11.0",,10.1,0
15367.0,4,21.0,,",27.75",,8.75,0
15367.0,3,14.0,,",17.25",17.25,10.59,1
15367.0,1,17.0,17.0,",17.25",17.25,10.59,1
15395.0,3,7.0,11.5,",10.5",,2.26,0
15395.0,3,14.0,,,,0.0,0
15395.0,2,17.0,,-1,,0.0,0
15395.0,2,21.0,,24.25,24.25,4.75,1
15395.0,2,24.0,,24.25,24.25,4.75,1
15397.0,0,7.0,11.75,",8.25",8.25,22.68,1
15397.0,6,14.0,14.25,",14.5",14.5,28.84,1
15397.0,6,24.0,25.5,",25.5",25.5,18.85,1
15397.0,4,17.0,,",17.75,20.5",20.5,29.1,1
15397.0,2,21.0,22.0,23.25,23.25,38.42,1
16736.0,6,7.0,8.0,",10.0",10.0,25.21,1
16736.0,6,17.0,17.75,",17.5",17.5,18.4,1
16736.0,3,14.0,15.25,",17.5",17.5,18.4,1
16736.0,5,21.0,21.0,",21.25",21.25,21.04,1
16736.0,7,24.0,24.0,-1,,0.0,0
15462.0,3,7.0,11.5,",8.0",,2.08,0
15462.0,8,14.0,15.5,",15.5",,1.75,0
15462.0,5,17.0,,",20.0,23.5",,4.57,0
15462.0,6,21.0,21.5,",23.5,24.5",,3.93,0
15485.0,4,7.0,,,,0.0,0
15485.0,6,14.0,14.25,",20.25",20.25,25.3,1
15485.0,7,21.0,23.75,-1,,0.0,0
15485.0,9,24.0,,",29.25",29.25,17.76,1
15499.0,9,7.0,8.0,,,0.0,0
15499.0,1,14.0,,,,0.0,0
15499.0,7,17.0,20.0,-1,,0.0,0
15499.0,3,21.0,,",25.25",25.25,10.76,1
15499.0,2,24.0,,25.25,25.25,10.76,1
15503.0,8,7.0,9.75,",11.5",11.5,12.94,1
15503.0,8,21.0,21.75,,,0.0,0
15503.0,8,24.0,24.0,,,0.0,0
15503.0,3,14.0,14.25,",14.5",14.5,10.32,1
15503.0,5,17.0,17.0,,,0.0,0
15527.0,1,7.0,9.5,",9.5",,4.64,0
15527.0,9,14.0,,",17.0,18.75",,2.3000000000000003,0
15527.0,4,24.0,,",28.0,28.5",,3.57,0
15530.0,4,7.0,,",13.5,13.75,15.75",,18.049999999999997,0
15530.0,6,17.0,17.0,",21.5,21.75,23.25",,6.97,0
15530.0,3,24.0,,,,0.0,0
15540.0,9,7.0,8.0,",8.25",8.25,14.34,1
15540.0,8,14.0,14.0,",16.5",16.5,10.75,1
15540.0,7,21.0,21.75,22.25,22.25,29.55,1
15540.0,7,24.0,25.0,-1,,0.0,0
15546.0,2,7.0,7.0,-1,,0.0,0
15546.0,3,14.0,14.75,",14.75",14.75,12.28,1
15546.0,7,17.0,17.25,17.0,17.0,20.69,1
15546.0,7,21.0,21.75,-1,,0.0,0
15546.0,6,24.0,24.25,",25.5",25.5,17.63,1
15577.0,0,7.0,7.75,,,0.0,0
15577.0,0,14.0,,,,0.0,0
15577.0,2,17.0,,-1,,0.0,0
15578.0,5,7.0,7.25,",9.25,11.5,11.75",11.75,7.409999999999999,1
15578.0,5,24.0,24.5,",25.75,26.0",26.0,8.8,1
15578.0,0,14.0,16.25,",14.75,16.25,17.25,18.25,18.5,21.0",,30.819999999999997,0
15578.0,0,17.0,17.25,",17.25,18.25,18.5",18.5,20.09,1
1968.0,1,7.0,7.75,",7.5,8.0,8.75,9.75",,13.25,0
1968.0,0,14.0,16.75,",19.5",,1.5899999999999999,0
1968.0,7,21.0,21.25,-1,,0.0,0
1968.0,5,24.0,,",27.25,28.5",,4.29,0
15606.0,5,7.0,8.0,",8.5",8.5,21.73,1
15606.0,5,17.0,17.25,",17.75",17.75,18.0,1
15606.0,4,14.0,14.75,",15.75",15.75,20.63,1
15606.0,3,21.0,21.0,",21.5",21.5,37.74,1
15606.0,6,24.0,24.25,",25.75",25.75,21.1,1
15609.0,2,7.0,7.75,9.75,9.75,7.18,1
15609.0,1,17.0,17.25,",18.25",18.25,10.31,1
15609.0,3,21.0,21.0,",21.25",21.25,19.9,1
15609.0,7,24.0,24.5,24.0,24.0,8.9,1
15613.0,2,7.0,11.25,-1,,0.0,0
15613.0,5,14.0,14.5,",17.25",17.25,29.85,1
15613.0,1,17.0,17.75,",17.25",17.25,29.85,1
15613.0,6,21.0,21.25,",21.5",21.5,23.35,1
15624.0,6,7.0,7.25,",13.5",13.5,26.7,1
15624.0,4,21.0,,",22.0",22.0,40.05,1
15624.0,2,24.0,28.5,-1,,0.0,0
15639.0,6,7.0,7.25,",11.75",11.75,37.58,1
15639.0,4,14.0,15.0,",15.25,15.5",15.5,37.78,1
15639.0,1,17.0,17.0,",17.0",17.0,23.38,1
15639.0,1,21.0,21.0,",21.75",21.75,27.26,1
15639.0,3,24.0,24.25,",26.5",26.5,33.96,1
15649.0,7,7.0,7.5,8.25,8.25,1.57,1
15649.0,5,14.0,14.5,",15.75,16.75,18.5",18.5,8.26,1
15649.0,9,17.0,,",18.5",,4.89,0
15649.0,2,21.0,,25.0,25.0,2.92,1
15649.0,6,24.0,24.25,",25.0",,2.92,0
15651.0,2,7.0,7.5,-1,,0.0,0
15651.0,5,14.0,14.25,",17.5",17.5,20.29,1
15651.0,3,21.0,22.25,",22.75",22.75,15.51,1
15651.0,8,24.0,24.25,",24.75",24.75,23.75,1
15658.0,5,7.0,7.25,",8.75,10.5",10.5,7.4,1
15658.0,0,21.0,22.75,",21.5,21.75,23.25,23.5,23.75,27.25",,15.729999999999999,0
15667.0,6,7.0,7.0,",15.75,16.5",,3.4000000000000004,0
15667.0,7,14.0,14.75,15.75,15.75,1.2,1
15667.0,7,21.0,21.5,-1,,0.0,0
15667.0,2,17.0,17.5,-1,,0.0,0
15670.0,8,7.0,7.0,",7.5,7.75,8.25,8.5,9.5,10.75,11.0",,12.64,0
15670.0,1,17.0,18.75,",17.25,19.0",,12.899999999999999,0
15670.0,9,21.0,21.5,",22.25,24.5,26.0",,7.98,0
15670.0,7,24.0,25.25,24.5,24.5,1.2,1
15679.0,8,7.0,9.0,,,0.0,0
15679.0,8,21.0,21.0,,,0.0,0
15679.0,6,14.0,14.25,,,0.0,0
15679.0,9,24.0,25.25,,,0.0,0
15687.0,2,7.0,8.25,9.0,9.0,7.04,1
15687.0,1,14.0,15.5,",15.75,17.75",17.75,19.62,1
15687.0,0,17.0,17.0,",17.75",17.75,13.66,1
15687.0,5,21.0,21.25,",22.0",22.0,16.79,1
15687.0,3,24.0,,",27.0",27.0,10.85,1
15740.0,3,7.0,,",11.5",,2.37,0
15740.0,3,14.0,,,,0.0,0
15740.0,6,17.0,17.25,",21.75,25.75,26.0,26.5",,8.09,0
15740.0,9,21.0,,",21.75,25.75,26.0,26.5",,8.09,0
15740.0,7,24.0,24.75,25.75,25.75,0.81,1
15759.0,7,7.0,,-1,,0.0,0
15759.0,6,17.0,17.5,",19.5",19.5,13.93,1
15759.0,9,24.0,,",26.75",26.75,22.85,1
15788.0,4,7.0,7.25,",10.5",10.5,21.31,1
15788.0,7,14.0,14.25,15.25,15.25,18.35,1
15788.0,1,17.0,17.5,",17.5",17.5,18.44,1
15788.0,5,21.0,21.25,",23.75",23.75,20.15,1
15788.0,9,24.0,24.5,",26.5",26.5,13.2,1
15795.0,1,7.0,7.5,",10.75,11.5",,4.52,0
15795.0,3,14.0,,",18.25",,1.56,0
15795.0,3,24.0,24.5,",25.25,25.5,26.0",26.0,12.969999999999999,1
15795.0,0,21.0,21.0,",22.0,25.25,25.5,26.0,27.25",,15.900000000000002,0
15826.0,2,7.0,,-1,,0.0,0
15826.0,7,17.0,17.75,18.0,18.0,20.35,1
15826.0,6,24.0,24.75,",25.0",25.0,31.16,1
9883.0,9,7.0,,",11.25,11.75",,3.9400000000000004,0
9883.0,9,17.0,20.0,",17.5,23.0,23.75",,8.959999999999999,0
9883.0,5,14.0,,",15.0,16.0",16.0,7.9,1
9883.0,5,21.0,21.25,",23.0,23.75",23.75,8.91,1
9883.0,7,24.0,25.25,24.25,24.25,3.23,1
15836.0,6,7.0,10.5,",8.0",8.0,10.76,1
15836.0,6,17.0,17.5,",21.25",21.25,13.46,1
15836.0,1,14.0,16.0,",16.5",16.5,22.97,1
15836.0,2,21.0,21.25,21.25,21.25,13.46,1
15836.0,9,24.0,26.75,",29.5",29.5,10.56,1
15845.0,2,7.0,,7.75,7.75,0.8,1
15845.0,1,14.0,14.25,",15.75,17.25,17.5,17.75",,10.059999999999999,0
15847.0,3,7.0,8.25,,,0.0,0
15847.0,7,14.0,14.75,-1,,0.0,0
15847.0,5,21.0,22.5,",22.75",22.75,28.28,1
15847.0,6,24.0,24.0,",27.0",27.0,15.92,1
7899.0,6,7.0,7.25,",8.25",8.25,10.43,1
7899.0,5,14.0,14.0,",14.0",14.0,10.86,1
7899.0,8,17.0,18.0,",17.5",17.5,12.06,1
7899.0,3,21.0,22.0,",21.0",21.0,16.77,1
8275.0,0,7.0,7.0,",8.25,10.75",,15.870000000000001,0
8275.0,0,17.0,19.5,",20.0",20.0,414.18,1
8275.0,2,14.0,16.25,16.25,16.25,8.6,1
8275.0,6,24.0,25.0,",24.25",24.25,14.98,1
15880.0,8,7.0,7.0,",7.75",7.75,700.97,1
15880.0,8,21.0,21.25,",21.0",21.0,28.87,1
15880.0,9,14.0,15.0,",15.75",15.75,46.93,1
15880.0,1,17.0,17.0,",19.75",19.75,28.86,1
6834.0,2,7.0,,9.25,9.25,3.74,1
6834.0,1,17.0,17.75,,,0.0,0
6834.0,8,21.0,21.25,",23.5",,1.01,0
6834.0,9,24.0,,,,0.0,0
15902.0,7,7.0,7.75,8.5,8.5,10.3,1
15902.0,2,14.0,,17.25,17.25,1.02,1
15902.0,2,17.0,,17.25,17.25,1.02,1
15902.0,6,21.0,21.5,",28.0",,1.9500000000000002,0
15922.0,3,7.0,,,,0.0,0
15922.0,3,21.0,,",27.0",,0.61,0
15922.0,2,14.0,,-1,,0.0,0
15922.0,2,24.0,,27.0,27.0,0.61,1
15922.0,8,17.0,17.5,,,0.0,0
15929.0,7,7.0,7.5,9.5,9.5,1.16,1
15929.0,7,24.0,24.25,26.5,26.5,4.99,1
15929.0,0,14.0,14.0,",17.0,19.25",,3.2,0
15929.0,1,17.0,17.25,",17.0,19.25",,3.2,0
15933.0,2,7.0,,-1,,0.0,0
15933.0,4,24.0,,,,0.0,0
15935.0,8,7.0,7.0,,,0.0,0
15935.0,4,14.0,,",15.25,17.0",17.0,30.51,1
15935.0,4,21.0,23.0,,,0.0,0
15935.0,4,24.0,,,,0.0,0
15935.0,2,17.0,19.5,17.0,17.0,22.8,1
15943.0,5,7.0,7.5,",10.75",10.75,33.89,1
15943.0,4,17.0,,",17.25",17.25,34.22,1
15951.0,8,7.0,9.25,",11.5",,2.03,0
15951.0,7,14.0,17.0,15.5,15.5,5.89,1
15951.0,5,21.0,21.5,",21.25,22.5,22.75,23.0,25.75,27.75",,8.75,0
15951.0,5,24.0,24.0,",25.75",25.75,1.58,1
15956.0,5,7.0,7.0,",11.5",11.5,20.68,1
15956.0,5,21.0,21.0,",22.5",22.5,7.62,1
15956.0,1,14.0,14.0,",15.0,15.75",15.75,24.939999999999998,1
15956.0,3,17.0,18.0,",17.0",17.0,16.57,1
15956.0,8,24.0,24.5,",24.0",24.0,15.37,1
10859.0,1,7.0,7.0,",7.5,10.5,12.0",,7.1,0
10859.0,3,14.0,,",14.25,18.75",,2.73,0
10859.0,4,21.0,,",24.25,26.5,27.5,28.5,29.5",,13.25,0
10859.0,6,24.0,24.25,",24.25,26.5,27.5,28.5,29.5",29.5,13.25,1
16013.0,0,7.0,7.25,",10.5",10.5,21.03,1
16013.0,0,17.0,17.75,",20.25",20.25,16.04,1
16013.0,6,14.0,15.75,",15.75",15.75,24.1,1
16013.0,6,21.0,23.25,",24.0,25.25",25.25,20.86,1
16013.0,4,24.0,27.75,",24.0,25.25",25.25,20.86,1
16033.0,3,7.0,8.75,",10.5",10.5,28.45,1
16033.0,0,14.0,,",16.75",16.75,23.58,1
16033.0,0,21.0,23.75,",21.0",21.0,22.05,1
16033.0,2,17.0,,21.0,21.0,22.05,1
16033.0,4,24.0,,",24.0",24.0,20.4,1
16035.0,2,7.0,12.75,-1,,0.0,0
16035.0,3,14.0,14.5,",16.25",16.25,15.97,1
16035.0,7,17.0,17.25,18.75,18.75,3.74,1
16035.0,7,21.0,21.75,22.25,22.25,15.94,1
16035.0,8,24.0,24.25,",25.5",25.5,11.2,1
16040.0,6,7.0,7.25,",13.0",13.0,13.94,1
16040.0,6,14.0,15.0,",16.0",16.0,14.89,1
16040.0,7,17.0,,17.25,17.25,12.74,1
16040.0,0,21.0,21.0,",21.25",21.25,25.06,1
16055.0,7,7.0,10.25,-1,,0.0,0
16055.0,2,14.0,14.0,14.5,14.5,12.41,1
16055.0,2,24.0,25.75,25.75,25.75,29.03,1
16055.0,8,17.0,17.0,",17.5",17.5,14.41,1
16055.0,9,21.0,21.5,",22.5",22.5,12.92,1
13548.0,4,7.0,8.75,",14.75,16.25",16.25,38.99,1
13548.0,0,14.0,14.75,",14.75",14.75,16.67,1
13548.0,3,17.0,17.0,",18.25",18.25,12.02,1
